x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
0.0,0.0,0.0,apical
17.0,0.0,0.0,apical
34.0,0.0,0.0,apical
51.0,0.0,0.0,apical
68.0,0.0,0.0,apical
85.0,0.0,0.0,apical
101.0,0.0,0.0,apical
118.0,0.0,0.0,apical
135.0,0.0,0.0,apical
152.0,0.0,0.0,apical
169.0,0.0,0.0,apical
185.0,0.0,0.0,apical
202.0,0.0,0.0,apical
219.0,0.0,0.0,apical
236.0,0.0,0.0,apical
253.0,0.0,0.0,apical
270.0,0.0,0.0,apical
286.0,0.0,0.0,apical
303.0,0.0,0.0,apical
320.0,0.0,0.0,apical
337.0,0.0,0.0,apical
354.0,0.0,0.0,apical
371.0,0.0,0.0,apical
387.0,0.0,0.0,apical
404.0,0.0,0.0,apical
0.0,15.0,0.0,rgc
17.0,15.0,0.0,rgc
34.0,15.0,0.0,rgc
51.0,15.0,0.0,rgc
68.0,15.0,0.0,rgc
85.0,15.0,0.0,rgc
101.0,15.0,0.0,rgc
118.0,15.0,0.0,rgc
135.0,15.0,0.0,rgc
152.0,15.0,0.0,rgc
169.0,15.0,0.0,rgc
185.0,15.0,0.0,rgc
202.0,15.0,0.0,rgc
219.0,15.0,0.0,rgc
236.0,15.0,0.0,rgc
253.0,15.0,0.0,rgc
270.0,15.0,0.0,rgc
286.0,15.0,0.0,rgc
303.0,15.0,0.0,rgc
320.0,15.0,0.0,rgc
337.0,15.0,0.0,rgc
354.0,15.0,0.0,rgc
371.0,15.0,0.0,rgc
387.0,15.0,0.0,rgc
404.0,15.0,0.0,rgc
12.0,200.0,0.0,pial
19.0,200.0,0.0,pial
26.0,200.0,0.0,pial
33.0,200.0,0.0,pial
40.0,200.0,0.0,pial
47.0,200.0,0.0,pial
54.0,200.0,0.0,pial
61.0,200.0,0.0,pial
68.0,200.0,0.0,pial
75.0,200.0,0.0,pial
82.0,200.0,0.0,pial
89.0,200.0,0.0,pial
96.0,200.0,0.0,pial
103.0,200.0,0.0,pial
110.0,200.0,0.0,pial
117.0,200.0,0.0,pial
124.0,200.0,0.0,pial
131.0,200.0,0.0,pial
138.0,200.0,0.0,pial
145.0,200.0,0.0,pial
152.0,200.0,0.0,pial
159.0,200.0,0.0,pial
166.0,200.0,0.0,pial
173.0,200.0,0.0,pial
180.0,200.0,0.0,pial
187.0,200.0,0.0,pial
194.0,200.0,0.0,pial
201.0,200.0,0.0,pial
208.0,200.0,0.0,pial
215.0,200.0,0.0,pial
222.0,200.0,0.0,pial
229.0,200.0,0.0,pial
236.0,200.0,0.0,pial
243.0,200.0,0.0,pial
250.0,200.0,0.0,pial
257.0,200.0,0.0,pial
264.0,200.0,0.0,pial
271.0,200.0,0.0,pial
278.0,200.0,0.0,pial
285.0,200.0,0.0,pial
292.0,200.0,0.0,pial
299.0,200.0,0.0,pial
306.0,200.0,0.0,pial
313.0,200.0,0.0,pial
320.0,200.0,0.0,pial
327.0,200.0,0.0,pial
334.0,200.0,0.0,pial
